combination_id	allele_frequency	effect_size	sample_size	case_control_ratio	simulation_repetition	causal_variant	n_cases_sim	n_controls_sim	n_missing_sim	variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
WZBQTVUUXIUJ_6	0.10	1.5	200	0.5	6	aadE	99	99	564	aadE	9.60E-02	4.69E-01	4.72E-01	8.73E-02	1.21E-01	5.14E-02
WZBQTVUUXIUJ_7	0.10	1.5	200	0.5	7	aadE	99	99	564	aadE	9.60E-02	4.69E-01	4.43E-01	9.35E-02	1.22E-01	5.48E-02
WZBQTVUUXIUJ_8	0.10	1.5	200	0.5	8	aadE	99	99	564	aadE	9.60E-02	4.69E-01	3.94E-01	1.04E-01	1.22E-01	6.09E-02
WZBQTVUUXIUJ_9	0.10	1.5	200	0.5	9	aadE	99	99	564	aadE	9.60E-02	4.69E-01	4.72E-01	8.73E-02	1.21E-01	5.14E-02
WZBQTVUUXIUJ_10	0.10	1.5	200	0.5	10	aadE	99	99	564	aadE	9.60E-02	4.69E-01	4.72E-01	8.73E-02	1.21E-01	5.14E-02
YVELXZYFXHTT_1	0.10	1.5	300	0.5	1	aadE	149	149	464	aadE	9.73E-02	3.28E-01	3.30E-01	9.55E-02	9.79E-02	5.66E-02
YVELXZYFXHTT_2	0.10	1.5	300	0.5	2	aadE	149	149	464	aadE	9.73E-02	3.28E-01	3.04E-01	1.05E-01	1.02E-01	5.98E-02
YVELXZYFXHTT_3	0.10	1.5	300	0.5	3	aadE	149	149	464	aadE	9.73E-02	3.28E-01	3.11E-01	1.01E-01	9.92E-02	5.89E-02
YVELXZYFXHTT_4	0.10	1.5	300	0.5	4	aadE	149	149	464	aadE	9.73E-02	3.28E-01	3.30E-01	9.55E-02	9.79E-02	5.66E-02
YVELXZYFXHTT_5	0.10	1.5	300	0.5	5	aadE	149	149	464	aadE	9.73E-02	3.28E-01	3.30E-01	9.55E-02	9.79E-02	5.66E-02
YVELXZYFXHTT_6	0.10	1.5	300	0.5	6	aadE	149	149	464	aadE	9.73E-02	3.28E-01	2.80E-01	1.07E-01	9.88E-02	6.28E-02
YVELXZYFXHTT_7	0.10	1.5	300	0.5	7	aadE	149	149	464	aadE	9.73E-02	3.28E-01	3.30E-01	9.55E-02	9.79E-02	5.66E-02
YVELXZYFXHTT_8	0.10	1.5	300	0.5	8	aadE	149	149	464	aadE	9.73E-02	3.28E-01	3.30E-01	9.55E-02	9.79E-02	5.66E-02
YVELXZYFXHTT_9	0.10	1.5	300	0.5	9	aadE	149	149	464	aadE	9.73E-02	3.28E-01	3.30E-01	9.55E-02	9.79E-02	5.66E-02
YVELXZYFXHTT_10	0.10	1.5	300	0.5	10	aadE	149	149	464	aadE	9.73E-02	3.28E-01	2.84E-01	1.06E-01	9.91E-02	6.22E-02
DUSOMVJLQZGS_1	0.10	1.5	400	0.5	1	aadE	199	199	364	aadE	9.80E-02	2.38E-01	2.17E-01	1.09E-01	8.85E-02	6.20E-02
DUSOMVJLQZGS_2	0.10	1.5	400	0.5	2	aadE	199	199	364	aadE	9.80E-02	2.38E-01	2.39E-01	9.95E-02	8.44E-02	5.92E-02
DUSOMVJLQZGS_3	0.10	1.5	400	0.5	3	aadE	199	199	364	aadE	9.80E-02	2.38E-01	2.39E-01	9.95E-02	8.44E-02	5.92E-02
DUSOMVJLQZGS_4	0.10	1.5	400	0.5	4	aadE	199	199	364	aadE	9.80E-02	2.38E-01	2.40E-01	9.93E-02	8.44E-02	5.90E-02
DUSOMVJLQZGS_5	0.10	1.5	400	0.5	5	aadE	199	199	364	aadE	9.80E-02	2.38E-01	2.39E-01	9.95E-02	8.44E-02	5.92E-02
DUSOMVJLQZGS_6	0.10	1.5	400	0.5	6	aadE	199	199	364	aadE	9.80E-02	2.38E-01	1.89E-01	1.13E-01	8.62E-02	6.59E-02
DUSOMVJLQZGS_7	0.10	1.5	400	0.5	7	aadE	199	199	364	aadE	9.80E-02	2.38E-01	2.39E-01	9.95E-02	8.44E-02	5.92E-02
DUSOMVJLQZGS_8	0.10	1.5	400	0.5	8	aadE	199	199	364	aadE	9.80E-02	2.38E-01	2.37E-01	1.02E-01	8.60E-02	5.94E-02
DUSOMVJLQZGS_9	0.10	1.5	400	0.5	9	aadE	199	199	364	aadE	9.80E-02	2.38E-01	2.39E-01	9.95E-02	8.44E-02	5.92E-02
DUSOMVJLQZGS_10	0.10	1.5	400	0.5	10	aadE	199	199	364	aadE	9.80E-02	2.38E-01	2.39E-01	9.95E-02	8.44E-02	5.92E-02
UQLMVCDCLNVO_1	0.10	1.5	500	0.5	1	aadE	249	249	264	aadE	9.84E-02	1.76E-01	1.76E-01	1.02E-01	7.52E-02	6.07E-02
UQLMVCDCLNVO_2	0.10	1.5	500	0.5	2	aadE	249	249	264	aadE	9.84E-02	1.76E-01	1.76E-01	1.02E-01	7.52E-02	6.07E-02
UQLMVCDCLNVO_3	0.10	1.5	500	0.5	3	aadE	249	249	264	aadE	9.84E-02	1.76E-01	2.41E-01	8.99E-02	7.65E-02	5.27E-02
UQLMVCDCLNVO_4	0.10	1.5	500	0.5	4	aadE	249	249	264	aadE	9.84E-02	1.76E-01	1.76E-01	1.02E-01	7.52E-02	6.07E-02
UQLMVCDCLNVO_5	0.10	1.5	500	0.5	5	aadE	249	249	264	aadE	9.84E-02	1.76E-01	3.40E-01	7.59E-02	7.94E-02	4.29E-02
UQLMVCDCLNVO_6	0.10	1.5	500	0.5	6	aadE	249	249	264	aadE	9.84E-02	1.76E-01	1.76E-01	1.02E-01	7.52E-02	6.07E-02
UQLMVCDCLNVO_7	0.10	1.5	500	0.5	7	aadE	249	249	264	aadE	9.84E-02	1.76E-01	1.76E-01	1.02E-01	7.52E-02	6.07E-02
UQLMVCDCLNVO_8	0.10	1.5	500	0.5	8	aadE	249	249	264	aadE	9.84E-02	1.76E-01	2.77E-01	8.48E-02	7.79E-02	4.88E-02
UQLMVCDCLNVO_9	0.10	1.5	500	0.5	9	aadE	249	249	264	aadE	9.84E-02	1.76E-01	1.76E-01	1.02E-01	7.52E-02	6.07E-02
UQLMVCDCLNVO_10	0.10	1.5	500	0.5	10	aadE	249	249	264	aadE	9.84E-02	1.76E-01	1.76E-01	1.02E-01	7.52E-02	6.07E-02
SWRPXYCAIKTY_1	0.10	1.5	600	0.5	1	aadE	174	300	288	aadE	5.27E-02	4.37E-01	3.88E-01	8.63E-02	9.98E-02	3.98E-02
SWRPXYCAIKTY_2	0.10	1.5	600	0.5	2	aadE	174	300	288	aadE	5.27E-02	4.37E-01	4.38E-01	7.70E-02	9.92E-02	3.57E-02
SWRPXYCAIKTY_3	0.10	1.5	600	0.5	3	aadE	174	300	288	aadE	5.27E-02	4.37E-01	4.38E-01	7.70E-02	9.92E-02	3.57E-02
SWRPXYCAIKTY_4	0.10	1.5	600	0.5	4	aadE	174	300	288	aadE	5.27E-02	4.37E-01	4.38E-01	7.70E-02	9.92E-02	3.57E-02
SWRPXYCAIKTY_5	0.10	1.5	600	0.5	5	aadE	174	300	288	aadE	5.27E-02	4.37E-01	4.38E-01	7.70E-02	9.92E-02	3.57E-02
SWRPXYCAIKTY_6	0.10	1.5	600	0.5	6	aadE	174	300	288	aadE	5.27E-02	4.37E-01	4.38E-01	7.70E-02	9.92E-02	3.57E-02
SWRPXYCAIKTY_7	0.10	1.5	600	0.5	7	aadE	174	300	288	aadE	5.27E-02	4.37E-01	6.64E-01	4.52E-02	1.04E-01	2.00E-02
SWRPXYCAIKTY_8	0.10	1.5	600	0.5	8	aadE	174	300	288	aadE	5.27E-02	4.37E-01	3.89E-01	8.60E-02	9.98E-02	3.97E-02
SWRPXYCAIKTY_9	0.10	1.5	600	0.5	9	aadE	174	300	288	aadE	5.27E-02	4.37E-01	5.21E-01	6.44E-02	1.00E-01	2.95E-02
SWRPXYCAIKTY_10	0.10	1.5	600	0.5	10	aadE	174	300	288	aadE	5.27E-02	4.37E-01	5.87E-01	5.45E-02	1.00E-01	2.50E-02
QHSPSWLRPEXI_1	0.10	1.5	700	0.5	1	aadE	121	353	288	aadE	5.27E-02	4.46E-01	4.03E-01	7.61E-02	9.09E-02	3.85E-02
QHSPSWLRPEXI_2	0.10	1.5	700	0.5	2	aadE	121	353	288	aadE	5.27E-02	4.46E-01	4.47E-01	6.83E-02	8.97E-02	3.50E-02
QHSPSWLRPEXI_3	0.10	1.5	700	0.5	3	aadE	121	353	288	aadE	5.27E-02	4.46E-01	4.47E-01	6.83E-02	8.97E-02	3.50E-02
QHSPSWLRPEXI_4	0.10	1.5	700	0.5	4	aadE	121	353	288	aadE	5.27E-02	4.46E-01	4.47E-01	6.83E-02	8.97E-02	3.50E-02
QHSPSWLRPEXI_5	0.10	1.5	700	0.5	5	aadE	121	353	288	aadE	5.27E-02	4.46E-01	4.47E-01	6.83E-02	8.97E-02	3.50E-02
QHSPSWLRPEXI_6	0.10	1.5	700	0.5	6	aadE	121	353	288	aadE	5.27E-02	4.46E-01	4.47E-01	6.83E-02	8.97E-02	3.50E-02
QHSPSWLRPEXI_7	0.10	1.5	700	0.5	7	aadE	121	353	288	aadE	5.27E-02	4.46E-01	4.57E-01	6.74E-02	9.05E-02	3.43E-02
QHSPSWLRPEXI_8	0.10	1.5	700	0.5	8	aadE	121	353	288	aadE	5.27E-02	4.46E-01	4.47E-01	6.83E-02	8.97E-02	3.50E-02
QHSPSWLRPEXI_9	0.10	1.5	700	0.5	9	aadE	121	353	288	aadE	5.27E-02	4.46E-01	4.25E-01	7.41E-02	9.29E-02	3.67E-02
QHSPSWLRPEXI_10	0.10	1.5	700	0.5	10	aadE	121	353	288	aadE	5.27E-02	4.46E-01	3.77E-01	8.01E-02	9.07E-02	4.06E-02
LOQVZSKWSTSN_1	0.10	5	100	0.5	1	aadE	49	49	664	aadE	9.18E-02	1.43E-02	1.41E-02	4.28E-01	1.71E-01	2.47E-01	bad-chisq
LOQVZSKWSTSN_2	0.10	5	100	0.5	2	aadE	49	49	664	aadE	9.18E-02	1.43E-02	1.41E-02	4.28E-01	1.71E-01	2.47E-01	bad-chisq
LOQVZSKWSTSN_3	0.10	5	100	0.5	3	aadE	49	49	664	aadE	9.18E-02	1.43E-02	1.41E-02	4.28E-01	1.71E-01	2.47E-01	bad-chisq
LOQVZSKWSTSN_4	0.10	5	100	0.5	4	aadE	49	49	664	aadE	9.18E-02	1.43E-02	1.41E-02	4.28E-01	1.71E-01	2.47E-01	bad-chisq
LOQVZSKWSTSN_5	0.10	5	100	0.5	5	aadE	49	49	664	aadE	9.18E-02	1.43E-02	1.41E-02	4.28E-01	1.71E-01	2.47E-01	bad-chisq
LOQVZSKWSTSN_6	0.10	5	100	0.5	6	aadE	49	49	664	aadE	9.18E-02	1.43E-02	1.41E-02	4.28E-01	1.71E-01	2.47E-01	bad-chisq
LOQVZSKWSTSN_7	0.10	5	100	0.5	7	aadE	49	49	664	aadE	9.18E-02	1.43E-02	2.12E-02	4.08E-01	1.74E-01	2.33E-01	bad-chisq
LOQVZSKWSTSN_8	0.10	5	100	0.5	8	aadE	49	49	664	aadE	9.18E-02	1.43E-02	1.41E-02	4.28E-01	1.71E-01	2.47E-01	bad-chisq
LOQVZSKWSTSN_9	0.10	5	100	0.5	9	aadE	49	49	664	aadE	9.18E-02	1.43E-02	1.41E-02	4.28E-01	1.71E-01	2.47E-01	bad-chisq
LOQVZSKWSTSN_10	0.10	5	100	0.5	10	aadE	49	49	664	aadE	9.18E-02	1.43E-02	1.41E-02	4.28E-01	1.71E-01	2.47E-01	bad-chisq
AJKOPKQFBFAN_1	0.10	5	200	0.5	1	aadE	99	99	564	aadE	9.60E-02	1.71E-03	1.60E-03	3.78E-01	1.18E-01	2.23E-01
AJKOPKQFBFAN_2	0.10	5	200	0.5	2	aadE	99	99	564	aadE	9.60E-02	1.71E-03	1.60E-03	3.78E-01	1.18E-01	2.23E-01
AJKOPKQFBFAN_3	0.10	5	200	0.5	3	aadE	99	99	564	aadE	9.60E-02	1.71E-03	1.55E-03	3.84E-01	1.20E-01	2.23E-01
AJKOPKQFBFAN_4	0.10	5	200	0.5	4	aadE	99	99	564	aadE	9.60E-02	1.71E-03	1.06E-02	3.18E-01	1.23E-01	1.81E-01
AJKOPKQFBFAN_5	0.10	5	200	0.5	5	aadE	99	99	564	aadE	9.60E-02	1.71E-03	5.74E-03	3.59E-01	1.29E-01	1.96E-01
AJKOPKQFBFAN_6	0.10	5	200	0.5	6	aadE	99	99	564	aadE	9.60E-02	1.71E-03	1.60E-03	3.78E-01	1.18E-01	2.23E-01
AJKOPKQFBFAN_7	0.10	5	200	0.5	7	aadE	99	99	564	aadE	9.60E-02	1.71E-03	1.60E-03	3.78E-01	1.18E-01	2.23E-01
AJKOPKQFBFAN_8	0.10	5	200	0.5	8	aadE	99	99	564	aadE	9.60E-02	1.71E-03	4.63E-03	3.46E-01	1.21E-01	2.00E-01
AJKOPKQFBFAN_9	0.10	5	200	0.5	9	aadE	99	99	564	aadE	9.60E-02	1.71E-03	2.56E-03	3.74E-01	1.22E-01	2.13E-01
AJKOPKQFBFAN_10	0.10	5	200	0.5	10	aadE	99	99	564	aadE	9.60E-02	1.71E-03	5.46E-03	3.46E-01	1.23E-01	1.97E-01
ZCCRAVYGNPIQ_1	0.10	5	300	0.5	1	aadE	149	149	464	aadE	9.73E-02	2.04E-04	1.14E-03	3.27E-01	9.95E-02	1.88E-01
ZCCRAVYGNPIQ_2	0.10	5	300	0.5	2	aadE	149	149	464	aadE	9.73E-02	2.04E-04	2.26E-04	3.60E-01	9.64E-02	2.12E-01
ZCCRAVYGNPIQ_3	0.10	5	300	0.5	3	aadE	149	149	464	aadE	9.73E-02	2.04E-04	1.83E-04	3.63E-01	9.58E-02	2.15E-01
ZCCRAVYGNPIQ_4	0.10	5	300	0.5	4	aadE	149	149	464	aadE	9.73E-02	2.04E-04	2.50E-04	3.59E-01	9.69E-02	2.11E-01
ZCCRAVYGNPIQ_5	0.10	5	300	0.5	5	aadE	149	149	464	aadE	9.73E-02	2.04E-04	4.41E-04	3.49E-01	9.82E-02	2.02E-01
ZCCRAVYGNPIQ_6	0.10	5	300	0.5	6	aadE	149	149	464	aadE	9.73E-02	2.04E-04	1.83E-04	3.63E-01	9.58E-02	2.15E-01
ZCCRAVYGNPIQ_7	0.10	5	300	0.5	7	aadE	149	149	464	aadE	9.73E-02	2.04E-04	1.83E-04	3.63E-01	9.58E-02	2.15E-01
ZCCRAVYGNPIQ_8	0.10	5	300	0.5	8	aadE	149	149	464	aadE	9.73E-02	2.04E-04	2.38E-03	3.11E-01	1.01E-01	1.75E-01
ZCCRAVYGNPIQ_9	0.10	5	300	0.5	9	aadE	149	149	464	aadE	9.73E-02	2.04E-04	2.19E-04	3.61E-01	9.65E-02	2.13E-01
ZCCRAVYGNPIQ_10	0.10	5	300	0.5	10	aadE	149	149	464	aadE	9.73E-02	2.04E-04	3.62E-04	3.56E-01	9.88E-02	2.05E-01
YMGALKARZMQC_1	0.10	5	400	0.5	1	aadE	199	199	364	aadE	9.80E-02	2.50E-05	2.14E-05	3.55E-01	8.26E-02	2.11E-01
YMGALKARZMQC_2	0.10	5	400	0.5	2	aadE	199	199	364	aadE	9.80E-02	2.50E-05	6.06E-05	3.42E-01	8.44E-02	2.00E-01
YMGALKARZMQC_3	0.10	5	400	0.5	3	aadE	199	199	364	aadE	9.80E-02	2.50E-05	2.14E-05	3.55E-01	8.26E-02	2.11E-01
YMGALKARZMQC_4	0.10	5	400	0.5	4	aadE	199	199	364	aadE	9.80E-02	2.50E-05	1.46E-04	3.39E-01	8.83E-02	1.89E-01
YMGALKARZMQC_5	0.10	5	400	0.5	5	aadE	199	199	364	aadE	9.80E-02	2.50E-05	2.14E-05	3.55E-01	8.26E-02	2.11E-01
YMGALKARZMQC_6	0.10	5	400	0.5	6	aadE	199	199	364	aadE	9.80E-02	2.50E-05	4.86E-05	3.52E-01	8.56E-02	2.02E-01
YMGALKARZMQC_7	0.10	5	400	0.5	7	aadE	199	199	364	aadE	9.80E-02	2.50E-05	1.27E-04	3.32E-01	8.57E-02	1.91E-01
YMGALKARZMQC_8	0.10	5	400	0.5	8	aadE	199	199	364	aadE	9.80E-02	2.50E-05	2.72E-05	3.54E-01	8.33E-02	2.09E-01
YMGALKARZMQC_9	0.10	5	400	0.5	9	aadE	199	199	364	aadE	9.80E-02	2.50E-05	6.71E-05	3.43E-01	8.50E-02	1.98E-01
YMGALKARZMQC_10	0.10	5	400	0.5	10	aadE	199	199	364	aadE	9.80E-02	2.50E-05	3.24E-05	3.51E-01	8.36E-02	2.07E-01
FUKWALRSNTOX_1	0.10	5	500	0.5	1	aadE	249	249	264	aadE	9.84E-02	3.10E-06	2.81E-06	3.51E-01	7.42E-02	2.08E-01
FUKWALRSNTOX_2	0.10	5	500	0.5	2	aadE	249	249	264	aadE	9.84E-02	3.10E-06	8.78E-06	3.42E-01	7.61E-02	1.98E-01
FUKWALRSNTOX_3	0.10	5	500	0.5	3	aadE	249	249	264	aadE	9.84E-02	3.10E-06	3.60E-06	3.52E-01	7.51E-02	2.06E-01
FUKWALRSNTOX_4	0.10	5	500	0.5	4	aadE	249	249	264	aadE	9.84E-02	3.10E-06	4.11E-06	3.53E-01	7.57E-02	2.05E-01
FUKWALRSNTOX_5	0.10	5	500	0.5	5	aadE	249	249	264	aadE	9.84E-02	3.10E-06	2.55E-06	3.51E-01	7.37E-02	2.09E-01
FUKWALRSNTOX_6	0.10	5	500	0.5	6	aadE	249	249	264	aadE	9.84E-02	3.10E-06	3.70E-05	3.24E-01	7.78E-02	1.84E-01
FUKWALRSNTOX_7	0.10	5	500	0.5	7	aadE	249	249	264	aadE	9.84E-02	3.10E-06	5.07E-06	3.63E-01	7.88E-02	2.03E-01
FUKWALRSNTOX_8	0.10	5	500	0.5	8	aadE	249	249	264	aadE	9.84E-02	3.10E-06	2.55E-06	3.51E-01	7.37E-02	2.09E-01
FUKWALRSNTOX_9	0.10	5	500	0.5	9	aadE	249	249	264	aadE	9.84E-02	3.10E-06	2.25E-05	3.37E-01	7.87E-02	1.89E-01
FUKWALRSNTOX_10	0.10	5	500	0.5	10	aadE	249	249	264	aadE	9.84E-02	3.10E-06	1.03E-05	3.46E-01	7.77E-02	1.96E-01
MUYKIEGZHTUA_1	0.10	5	600	0.5	1	aadE	182	292	288	aadE	5.27E-02	7.13E-05	6.47E-05	3.97E-01	9.85E-02	1.82E-01
MUYKIEGZHTUA_2	0.10	5	600	0.5	2	aadE	182	292	288	aadE	5.27E-02	7.13E-05	6.47E-05	3.97E-01	9.85E-02	1.82E-01
MUYKIEGZHTUA_3	0.10	5	600	0.5	3	aadE	182	292	288	aadE	5.27E-02	7.13E-05	6.83E-05	3.97E-01	9.87E-02	1.82E-01
MUYKIEGZHTUA_4	0.10	5	600	0.5	4	aadE	182	292	288	aadE	5.27E-02	7.13E-05	1.13E-04	3.88E-01	9.97E-02	1.76E-01
MUYKIEGZHTUA_5	0.10	5	600	0.5	5	aadE	182	292	288	aadE	5.27E-02	7.13E-05	6.47E-05	3.97E-01	9.85E-02	1.82E-01
MUYKIEGZHTUA_6	0.10	5	600	0.5	6	aadE	182	292	288	aadE	5.27E-02	7.13E-05	6.47E-05	3.97E-01	9.85E-02	1.82E-01
MUYKIEGZHTUA_7	0.10	5	600	0.5	7	aadE	182	292	288	aadE	5.27E-02	7.13E-05	6.47E-05	3.97E-01	9.85E-02	1.82E-01
MUYKIEGZHTUA_8	0.10	5	600	0.5	8	aadE	182	292	288	aadE	5.27E-02	7.13E-05	6.47E-05	3.97E-01	9.85E-02	1.82E-01
MUYKIEGZHTUA_9	0.10	5	600	0.5	9	aadE	182	292	288	aadE	5.27E-02	7.13E-05	5.16E-04	3.54E-01	1.01E-01	1.59E-01
MUYKIEGZHTUA_10	0.10	5	600	0.5	10	aadE	182	292	288	aadE	5.27E-02	7.13E-05	7.68E-05	3.95E-01	9.90E-02	1.81E-01
BYPGGUGDUUQF_1	0.10	5	700	0.5	1	aadE	129	345	288	aadE	5.27E-02	2.18E-05	2.02E-05	3.88E-01	9.00E-02	1.94E-01
BYPGGUGDUUQF_2	0.10	5	700	0.5	2	aadE	129	345	288	aadE	5.27E-02	2.18E-05	3.35E-05	3.85E-01	9.18E-02	1.89E-01
BYPGGUGDUUQF_3	0.10	5	700	0.5	3	aadE	129	345	288	aadE	5.27E-02	2.18E-05	1.90E-05	3.88E-01	8.99E-02	1.95E-01
BYPGGUGDUUQF_4	0.10	5	700	0.5	4	aadE	129	345	288	aadE	5.27E-02	2.18E-05	1.88E-05	3.94E-01	9.11E-02	1.95E-01
BYPGGUGDUUQF_5	0.10	5	700	0.5	5	aadE	129	345	288	aadE	5.27E-02	2.18E-05	1.90E-05	3.88E-01	8.99E-02	1.95E-01
BYPGGUGDUUQF_6	0.10	5	700	0.5	6	aadE	129	345	288	aadE	5.27E-02	2.18E-05	1.90E-05	3.88E-01	8.99E-02	1.95E-01
BYPGGUGDUUQF_7	0.10	5	700	0.5	7	aadE	129	345	288	aadE	5.27E-02	2.18E-05	9.99E-05	3.62E-01	9.22E-02	1.78E-01
BYPGGUGDUUQF_8	0.10	5	700	0.5	8	aadE	129	345	288	aadE	5.27E-02	2.18E-05	2.78E-05	3.85E-01	9.10E-02	1.91E-01
BYPGGUGDUUQF_9	0.10	5	700	0.5	9	aadE	129	345	288	aadE	5.27E-02	2.18E-05	1.82E-05	4.04E-01	9.33E-02	1.95E-01
BYPGGUGDUUQF_10	0.10	5	700	0.5	10	aadE	129	345	288	aadE	5.27E-02	2.18E-05	1.90E-05	3.88E-01	8.99E-02	1.95E-01
ILQJOUANUFXV_1	0.10	10	100	0.5	1	aadE	49	49	664	aadE	9.18E-02	1.43E-02	1.46E-02	4.28E-01	1.72E-01	2.46E-01	bad-chisq
ILQJOUANUFXV_2	0.10	10	100	0.5	2	aadE	49	49	664	aadE	9.18E-02	1.43E-02	1.41E-02	4.28E-01	1.71E-01	2.47E-01	bad-chisq
ILQJOUANUFXV_3	0.10	10	100	0.5	3	aadE	49	49	664	aadE	9.18E-02	1.43E-02	2.16E-02	4.13E-01	1.77E-01	2.32E-01	bad-chisq
ILQJOUANUFXV_4	0.10	10	100	0.5	4	aadE	49	49	664	aadE	9.18E-02	1.43E-02	3.19E-02	3.80E-01	1.75E-01	2.17E-01	bad-chisq
ILQJOUANUFXV_5	0.10	10	100	0.5	5	aadE	49	49	664	aadE	9.18E-02	1.43E-02	1.41E-02	4.28E-01	1.71E-01	2.47E-01	bad-chisq
ILQJOUANUFXV_6	0.10	10	100	0.5	6	aadE	49	49	664	aadE	9.18E-02	1.43E-02	1.41E-02	4.28E-01	1.71E-01	2.47E-01	bad-chisq
ILQJOUANUFXV_7	0.10	10	100	0.5	7	aadE	49	49	664	aadE	9.18E-02	1.43E-02	1.41E-02	4.28E-01	1.71E-01	2.47E-01	bad-chisq
ILQJOUANUFXV_8	0.10	10	100	0.5	8	aadE	49	49	664	aadE	9.18E-02	1.43E-02	1.51E-02	4.23E-01	1.71E-01	2.45E-01	bad-chisq
ILQJOUANUFXV_9	0.10	10	100	0.5	9	aadE	49	49	664	aadE	9.18E-02	1.43E-02	1.41E-02	4.28E-01	1.71E-01	2.47E-01	bad-chisq
ILQJOUANUFXV_10	0.10	10	100	0.5	10	aadE	49	49	664	aadE	9.18E-02	1.43E-02	2.84E-02	3.86E-01	1.73E-01	2.22E-01	bad-chisq
LKUSDEDLOTUZ_1	0.10	10	200	0.5	1	aadE	99	99	564	aadE	9.60E-02	2.95E-04	1.51E-03	3.98E-01	1.24E-01	2.24E-01
LKUSDEDLOTUZ_2	0.10	10	200	0.5	2	aadE	99	99	564	aadE	9.60E-02	2.95E-04	2.54E-04	4.37E-01	1.17E-01	2.57E-01
LKUSDEDLOTUZ_3	0.10	10	200	0.5	3	aadE	99	99	564	aadE	9.60E-02	2.95E-04	1.94E-03	3.87E-01	1.23E-01	2.19E-01
LKUSDEDLOTUZ_4	0.10	10	200	0.5	4	aadE	99	99	564	aadE	9.60E-02	2.95E-04	3.25E-04	4.39E-01	1.20E-01	2.53E-01
LKUSDEDLOTUZ_5	0.10	10	200	0.5	5	aadE	99	99	564	aadE	9.60E-02	2.95E-04	2.54E-04	4.37E-01	1.17E-01	2.57E-01
LKUSDEDLOTUZ_6	0.10	10	200	0.5	6	aadE	99	99	564	aadE	9.60E-02	2.95E-04	2.54E-04	4.37E-01	1.17E-01	2.57E-01
LKUSDEDLOTUZ_7	0.10	10	200	0.5	7	aadE	99	99	564	aadE	9.60E-02	2.95E-04	2.54E-04	4.37E-01	1.17E-01	2.57E-01
LKUSDEDLOTUZ_8	0.10	10	200	0.5	8	aadE	99	99	564	aadE	9.60E-02	2.95E-04	6.31E-04	4.22E-01	1.22E-01	2.41E-01
LKUSDEDLOTUZ_9	0.10	10	200	0.5	9	aadE	99	99	564	aadE	9.60E-02	2.95E-04	3.90E-04	4.30E-01	1.19E-01	2.50E-01
LKUSDEDLOTUZ_10	0.10	10	200	0.5	10	aadE	99	99	564	aadE	9.60E-02	2.95E-04	2.54E-04	4.37E-01	1.17E-01	2.57E-01
FJZEGHFRUEZE_1	0.10	10	300	0.5	1	aadE	149	149	464	aadE	9.73E-02	6.95E-06	5.23E-06	4.39E-01	9.47E-02	2.60E-01
FJZEGHFRUEZE_2	0.10	10	300	0.5	2	aadE	149	149	464	aadE	9.73E-02	6.95E-06	6.22E-06	4.49E-01	9.76E-02	2.58E-01
FJZEGHFRUEZE_3	0.10	10	300	0.5	3	aadE	149	149	464	aadE	9.73E-02	6.95E-06	5.23E-06	4.39E-01	9.47E-02	2.60E-01
FJZEGHFRUEZE_4	0.10	10	300	0.5	4	aadE	149	149	464	aadE	9.73E-02	6.95E-06	8.69E-06	4.34E-01	9.59E-02	2.54E-01
FJZEGHFRUEZE_5	0.10	10	300	0.5	5	aadE	149	149	464	aadE	9.73E-02	6.95E-06	5.23E-06	4.39E-01	9.47E-02	2.60E-01
FJZEGHFRUEZE_6	0.10	10	300	0.5	6	aadE	149	149	464	aadE	9.73E-02	6.95E-06	5.23E-06	4.39E-01	9.47E-02	2.60E-01
FJZEGHFRUEZE_7	0.10	10	300	0.5	7	aadE	149	149	464	aadE	9.73E-02	6.95E-06	4.91E-04	3.74E-01	1.06E-01	2.01E-01
FJZEGHFRUEZE_8	0.10	10	300	0.5	8	aadE	149	149	464	aadE	9.73E-02	6.95E-06	5.23E-06	4.39E-01	9.47E-02	2.60E-01
FJZEGHFRUEZE_9	0.10	10	300	0.5	9	aadE	149	149	464	aadE	9.73E-02	6.95E-06	5.23E-06	4.39E-01	9.47E-02	2.60E-01
FJZEGHFRUEZE_10	0.10	10	300	0.5	10	aadE	149	149	464	aadE	9.73E-02	6.95E-06	1.40E-04	3.90E-01	1.01E-01	2.19E-01
QRNXSXTAZLLN_1	0.10	10	400	0.5	1	aadE	199	199	364	aadE	9.80E-02	1.73E-07	1.22E-06	4.21E-01	8.54E-02	2.40E-01
QRNXSXTAZLLN_2	0.10	10	400	0.5	2	aadE	199	199	364	aadE	9.80E-02	1.73E-07	1.14E-07	4.41E-01	8.16E-02	2.62E-01
QRNXSXTAZLLN_3	0.10	10	400	0.5	3	aadE	199	199	364	aadE	9.80E-02	1.73E-07	2.71E-07	4.37E-01	8.35E-02	2.54E-01
QRNXSXTAZLLN_4	0.10	10	400	0.5	4	aadE	199	199	364	aadE	9.80E-02	1.73E-07	1.14E-07	4.41E-01	8.16E-02	2.62E-01
QRNXSXTAZLLN_5	0.10	10	400	0.5	5	aadE	199	199	364	aadE	9.80E-02	1.73E-07	1.14E-07	4.41E-01	8.16E-02	2.62E-01
